external_id	language	cefr_level	category	subskill	name_en	name_de	name_fr	teaching_order	is_foundation	core_rule	when_to_use	pattern	contrast_rules	main_traps	anchor_examples	exercise_tags	xray_sentence	xray_marks	source_refs	sub_band	prerequisites	contrast_partners	detector	rule_short_en	rule_short_de	rule_short_fr	review_status
FR2_A11_NUMBERS	fr	A1	Numbers	numbers_prices	Numbers 0–69 and prices	Zahlen 0–69 und Preise	Les nombres de 0 à 69 et les prix	110	true	Cardinal numbers 0–69 are built on dix, vingt, trente, quarante, cinquante, soixante with et un for 21, 31… 61 and hyphens elsewhere (vingt-deux); prices put euros between units and cents.	Use them for prices, ages, phone numbers, quantities and addresses.	vingt et un, vingt-deux; X euros Y	21, 31, 41, 51, 61 use et un; 22–29 use a hyphen. | The decimal sign is a comma: 2,50 €.	✗ vingt-un → ✓ vingt et un | ✗ deux cinquante euros → ✓ deux euros cinquante | writing 2.50 € instead of 2,50 €	Ça fait trois euros vingt. | J'ai quarante-deux ans. | Le bus 21, c'est vingt et un.	numbers | prices | money	Un café et un croissant, ça fait quatre euros cinquante.	quatre euros cinquante=>price=>euros goes between euros and cents	cefr | delf_a1 | kwiziq_a1	A1.1			regex:\b(?:un|deux|trois|quatre|cinq|six|sept|huit|neuf|dix|onze|douze|treize|quatorze|quinze|seize|vingt|trente|quarante|cinquante|soixante)(?:[- ]et[- ]un|-[a-z]+)?\s+euros?\b|\b\d+[,.]\d{2}\s?€	Learn 0–69; prices say euros between the numbers: deux euros cinquante.	Zahlen 0–69 lernen; bei Preisen steht euros in der Mitte: deux euros cinquante.	On apprend de 0 à 69 ; pour un prix, euros se place au milieu : deux euros cinquante.	draft
FR2_A11_ADJ_AGREEMENT	fr	A1	Agreement	adjective_agreement	Adjectives: agreement and position	Adjektive: Angleichung und Stellung	Les adjectifs : accord et place	120	true	Adjectives agree in gender and number with their noun and normally follow it; a short list of frequent ones (petit, grand, bon, beau, jeune, vieux, nouveau, joli) goes before.	Use it whenever you describe a person, a thing or a place.	noun + adjective(+e)(+s); petit/grand/bon/beau… + noun	English and German put adjectives before the noun; French mostly after: un café noir. | Some change more than +e: blanc → blanche, heureux → heureuse.	✗ une robe noir → ✓ une robe noire | ✗ un français film → ✓ un film français | forgetting -s in the plural: ✗ des chaises vert	J'ai une petite voiture rouge. | Les rues sont calmes. | C'est un bon restaurant italien.	adjectives | agreement | position	Elle a une grande maison blanche.	grande=>before_noun=>short frequent adjective, before the noun||maison blanche=>agreement_marks=>feminine noun, so blanc becomes blanche	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_UN_UNE		llm:Credit when an adjective agrees in gender and number with its noun and sits in the usual position (after the noun, or before it for petit, grand, bon, beau, jeune, vieux, nouveau, joli).	Adjectives match the noun (+e for feminine, +s for plural) and usually come after it.	Adjektive passen sich an (+e weiblich, +s Plural) und stehen meist nach dem Nomen.	L'adjectif s'accorde avec le nom (+e au féminin, +s au pluriel) et se place souvent après.	draft
FR2_A11_PLACES	fr	A1	Prepositions	places_cities_countries	À Paris, en France, au Japon	À Paris, en France, au Japon	À Paris, en France, au Japon	130	true	To say where you are or go, use à before cities, en before feminine countries (most ending in -e) and countries starting with a vowel, au before masculine countries, aux before plural ones.	Use it to say where you live, work, or travel.	à + city / en + fem. country / au + masc. country / aux + plural	The same preposition serves 'in' and 'to': j'habite à Rome, je vais à Rome. | Coming from: de/d' + city or fem. country, du + masc. country, des + plural.	✗ J'habite en Paris. → ✓ J'habite à Paris. | ✗ au France → ✓ en France | ✗ en Canada → ✓ au Canada	J'habite à Berlin. | Elle travaille en Allemagne. | Nous allons au Portugal cet été.	prepositions | places | countries | cities	Je suis né au Canada, j'habite en France et je travaille à Paris.	au Canada=>masculine_country=>masculine country: au||en France=>feminine_country=>feminine country: en||à Paris=>city=>city: à	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_ETRE		regex:\b(?:en (?:France|Allemagne|Espagne|Italie|Angleterre|Suisse|Belgique|Chine|Russie|Grèce|Autriche|Irlande|Europe|Afrique|Asie|Amérique|Iran|Israël|Inde)|au (?:Canada|Japon|Portugal|Maroc|Brésil|Mexique|Québec|Luxembourg|Danemark|Sénégal|Royaume-Uni|Liban)|aux (?:États-Unis|Pays-Bas)|à (?:Paris|Lyon|Marseille|Bordeaux|Lille|Nice|Nantes|Toulouse|Berlin|Londres|Rome|Madrid|Bruxelles|Genève|Montréal|New York|Munich|Vienne))\b	Cities take à; feminine countries take en; masculine countries au; plural countries aux.	Städte: à; weibliche Länder: en; männliche Länder: au; Länder im Plural: aux.	Villes : à ; pays féminins : en ; pays masculins : au ; pays au pluriel : aux.	draft
FR2_A11_CONTRACTIONS	fr	A1	Articles	contractions_au_du	Au, aux, du, des: à and de with le/les	Au, aux, du, des: à und de mit le/les	Au, aux, du, des : les contractions	140	true	The prepositions à and de fuse with the articles le and les (au, aux, du, des); they never fuse with la or l'.	Use it whenever à or de meets le or les: going somewhere, coming from, belonging to, flavours.	à + le = au, à + les = aux, de + le = du, de + les = des; à la, à l', de la, de l' stay	La and l' never contract: à la gare, de l'hôtel. | Du here means 'of the' (contraction); the partitive du (some) looks the same but is another unit.	✗ Je vais à le cinéma. → ✓ Je vais au cinéma. | ✗ le livre de le professeur → ✓ le livre du professeur | ✗ au école → ✓ à l'école	On va au marché ? | Je parle aux enfants. | C'est la voiture du voisin.	contractions | prepositions | articles	Il rentre du bureau et va au café avec les amis du quartier.	du bureau=>contraction=>de + le = du||au café=>contraction=>à + le = au	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_LE_LA | FR2_A11_PLACES		regex:\b(?:au|aux)\s+[a-zàâçéèêëîïôûùüÿœ]{2,}|\b(?:du|des)\s+(?:[a-zàâçéèêëîïôûùüÿœ]+\s+)?(?:bureau|marché|quartier|voisin|professeur|cinéma|restaurant|travail|musée|centre|parc|matin|soir|monde|jardin|port|nord|sud)\b	À + le becomes au, à + les aux; de + le becomes du, de + les des.	À + le wird au, à + les wird aux; de + le wird du, de + les wird des.	Contractions : au (à + le), aux (à + les), du (de + le), des (de + les).	draft
FR2_A11_POSSESSIVES	fr	A1	Determiners	possessives	Mon, ma, mes: possessives	Mon, ma, mes: Possessivbegleiter	Mon, ma, mes : les possessifs	150	true	Possessive determiners agree with the possessed noun (mon/ma/mes, ton/ta/tes, son/sa/ses, notre/nos, votre/vos, leur/leurs); before a feminine noun starting with a vowel, ma/ta/sa become mon/ton/son.	Use it to talk about your family, things and places.	mon/ma/mes, ton/ta/tes, son/sa/ses, notre/nos, votre/vos, leur/leurs + noun	Son/sa does not show whether the owner is male or female: son livre = his or her book. | Mon amie, not ma amie: mon before a vowel even for a feminine noun.	✗ ma amie → ✓ mon amie | choosing sa for a woman's book: ✗ sa livre → ✓ son livre | ✗ leurs voiture (one car) → ✓ leur voiture	Voici ma sœur et mon frère. | C'est votre sac ? | Ils vendent leur appartement.	possessives | determiners | agreement | family	Marc cherche sa clé et son téléphone.	sa clé=>agreement=>clé is feminine, so sa, whatever the owner||son téléphone=>agreement=>téléphone is masculine, so son	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_UN_UNE		regex:\b(?:mon|ma|mes|ton|ta|tes|son|sa|ses|notre|nos|votre|vos|leurs?)\s+[a-zàâçéèêëîïôûùüÿœ]{2,}	Mon, ma, mes follow the thing owned, not the owner: sa mère is his or her mother.	Mon, ma, mes richten sich nach dem Besitz, nicht nach dem Besitzer: sa mère = seine/ihre Mutter.	Mon, ma, mes s'accordent avec la chose possédée, pas avec le possesseur : sa mère.	draft
FR2_A11_ALLER_VENIR	fr	A1	Verbs	aller_venir	Aller and venir: going and coming	Aller und venir: gehen und kommen	Aller et venir	160	true	Aller (vais, vas, va, allons, allez, vont) and venir (viens, viens, vient, venons, venez, viennent) are irregular; aller takes à/au/en, venir de/du/des for origin.	Use them to say where you are going, where you come from, and to invite: tu viens ?	aller à/au/en + place; venir de/du/d' + place	French uses aller for walking and driving alike; no separate 'fahren'. | Je viens de Lyon is origin; je viens de manger (just did) is a later unit.	✗ Je vais en le cinéma. → ✓ Je vais au cinéma. | ✗ ils allent → ✓ ils vont | ✗ je viens à Lyon (origin) → ✓ je viens de Lyon	Je vais à la boulangerie. | Tu viens avec nous ? | Elle vient d'Italie.	aller | venir | irregular | movement	On va au cinéma ce soir, tu viens ?	On va au cinéma=>movement_to=>aller + au: going to||tu viens=>invitation=>venir: to come along	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_CONTRACTIONS		regex:\b(?:je vais|tu vas|(?:il|elle|on|ça) va|nous allons|vous allez|(?:ils|elles) vont|je viens|tu viens|(?:il|elle|on) vient|nous venons|vous venez|(?:ils|elles) viennent)\b	Aller (je vais, on va) is to go; venir (je viens) is to come; both are irregular.	Aller (je vais, on va) heißt gehen/fahren; venir (je viens) heißt kommen; beide unregelmäßig.	Aller (je vais, on va) indique où l'on va ; venir (je viens) d'où l'on vient.	draft
FR2_A11_PARTITIVE	fr	A1	Articles	partitive_articles	Du, de la, de l': some (food and drink)	Du, de la, de l': etwas (Essen und Trinken)	Du, de la, de l' : les partitifs	170	true	Partitive articles (du, de la, de l', plural des) mark an unspecified quantity of something uncountable; English and German usually use no article.	Use it to order or buy food and drink, and with faire for activities: faire du sport.	du + masc. / de la + fem. / de l' + vowel + mass noun	J'aime le fromage (in general) but je mange du fromage (some). | After pas: pas de fromage (see the negation unit).	✗ Je voudrais pain. → ✓ Je voudrais du pain. | ✗ Je mange le fromage (some) → ✓ Je mange du fromage. | ✗ de le lait → ✓ du lait	Vous avez du pain ? | Je bois de l'eau. | Il fait du sport le dimanche.	articles | partitive | food | quantity	Je voudrais du pain, de la confiture et de l'eau.	du pain=>partitive=>some bread: masculine||de la confiture=>partitive=>some jam: feminine||de l'eau=>partitive=>some water: before a vowel	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_JE_VOUDRAIS | FR2_A11_LE_LA	FR2_A11_LE_LA | FR2_A11_UN_UNE	regex:\b(?:voudrais|veux|voulez|prends|prend|prenez|bois|boit|buvez|mange|manges|mangez|achète|achètes|achetez|avez|as|a|faire|fais|fait)\s+(?:du|de la|de l')\s*[a-zàâçéèêëîïôûùüÿœ]+	For an amount you don't count, like bread or water, say du pain, de la soupe, de l'eau.	Für eine ungezählte Menge (Brot, Wasser) sagt man du pain, de la soupe, de l'eau.	Pour une quantité qu'on ne compte pas, on dit du pain, de la soupe, de l'eau.	draft
FR2_A11_FAIRE_PRENDRE	fr	A1	Verbs	faire_prendre	Faire and prendre	Faire und prendre	Faire et prendre	180	false	Faire (fais, fais, fait, faisons, faites, font) and prendre (prends, prends, prend, prenons, prenez, prennent) are high-frequency irregulars; prendre is also used for ordering food, drinks and transport.	Use faire for activities, weather and chores; prendre for ordering, eating, drinking and transport.	faire + du/de la + activity; prendre + article + food/transport	French prend un café where English 'has' a coffee. | Il fait beau: faire also gives the weather.	✗ Vous faisez → ✓ Vous faites | ✗ ils prendent → ✓ ils prennent | ✗ j'ai un café (ordering) → ✓ je prends un café	Je prends un thé, s'il vous plaît. | Qu'est-ce que vous faites ce week-end ? | Nous prenons le bus.	faire | prendre | irregular | ordering	Aujourd'hui il fait beau, alors je prends mon vélo.	il fait beau=>weather_faire=>faire for the weather||je prends=>irregular_form=>prendre: je prends	cefr | delf_a1 | kwiziq_a1	A1.1	FR2_A11_ER_VERBS		regex:\b(?:je fais|tu fais|(?:il|elle|on) fait|nous faisons|vous faites|(?:ils|elles) font|je prends|tu prends|(?:il|elle|on) prend|nous prenons|vous prenez|(?:ils|elles) prennent)\b	Faire (to do, make) and prendre (to take, have food) are irregular: je fais, je prends.	Faire (machen, tun) und prendre (nehmen, essen/trinken) sind unregelmäßig: je fais, je prends.	Faire et prendre sont irréguliers : je fais, vous faites, ils font ; je prends, ils prennent.	draft
FR2_A12_FUTUR_PROCHE	fr	A1	Tenses	futur_proche	Futur proche: aller + infinitive	Futur proche: aller + Infinitiv	Le futur proche : aller + infinitif	190	true	The futur proche combines the present of aller with an infinitive to express plans and imminent events; in the negative, ne…pas surrounds aller.	Use it for plans, intentions and things about to happen.	aller (present) + infinitive	Je vais au café (a place) vs je vais manger (a plan). | Negative: je ne vais pas partir, not ✗ je vais ne pas partir for a simple no.	✗ Je vais mange. → ✓ Je vais manger. | ✗ je ne vais partir pas → ✓ je ne vais pas partir | conjugating both verbs: ✗ nous allons mangeons	Je vais appeler Paul. | Il va pleuvoir. | On va prendre un taxi.	future | futur_proche | aller | infinitive	Ce soir, nous allons dîner chez Margaux.	allons=>aller_present=>aller in the present||dîner=>infinitive=>the action, in the -er/-ir/-re form	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_ALLER_VENIR		regex:\b(?:vais|vas|va|allons|allez|vont)\s+(?:pas\s+)?(?:[a-zàâçéèêëîïôûùüÿœ']+\s+)?[a-zàâçéèêëîïôûùüÿœ]+(?:er|ir|re|oir)\b	To talk about the near future, use aller + a verb in its dictionary form: je vais partir.	Für die nahe Zukunft: aller + Grundform des Verbs: je vais partir.	Pour un projet proche : aller au présent + verbe à l'infinitif : je vais partir.	draft
FR2_A12_MODALS	fr	A1	Verbs	modals_infinitive	Pouvoir, vouloir, devoir + infinitive	Pouvoir, vouloir, devoir + Infinitiv	Pouvoir, vouloir, devoir + infinitif	200	true	The modal verbs pouvoir (peux, peut, pouvons, pouvez, peuvent), vouloir (veux, veut, voulons, voulez, veulent) and devoir (dois, doit, devons, devez, doivent) take a bare infinitive.	Use them for ability, permission, wishes and obligation.	pouvoir / vouloir / devoir + infinitive	Je voudrais is the polite form of je veux (see A1.1). | Unlike German, the infinitive follows directly, with no zu and not at the end of the sentence.	✗ Je peux de venir. → ✓ Je peux venir. | ✗ ils peuvent vient → ✓ ils peuvent venir | ✗ je dois à partir → ✓ je dois partir	Je peux payer par carte ? | Tu veux venir ? | Nous devons partir à six heures.	modals | infinitive | pouvoir | devoir | vouloir	Est-ce que je peux payer par carte ? Je dois partir vite.	peux payer=>modal_plus_infinitive=>pouvoir + infinitive||dois partir=>modal_plus_infinitive=>devoir + infinitive	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_JE_VOUDRAIS | FR2_A11_ER_VERBS		regex:\b(?:peux|peut|pouvons|pouvez|peuvent|veux|veut|voulons|voulez|veulent|dois|doit|devons|devez|doivent)\s+(?:pas\s+)?[a-zàâçéèêëîïôûùüÿœ]+(?:er|ir|re|oir)\b	Pouvoir (can), vouloir (want), devoir (must) are followed by a verb in its dictionary form.	Pouvoir (können), vouloir (wollen), devoir (müssen) + Grundform: je peux venir.	Pouvoir, vouloir et devoir sont suivis d'un verbe à l'infinitif : je peux venir.	draft
FR2_A12_PRONOMINAL	fr	A1	Verbs	pronominal_present	Je m'appelle, je me lève: pronominal verbs	Je m'appelle, je me lève: reflexive Verben	Je m'appelle, je me lève : les verbes pronominaux	210	true	Pronominal verbs carry a reflexive pronoun matching the subject (me, te, se, nous, vous, se), placed before the verb and elided before a vowel; many daily-routine verbs are pronominal.	Use them for your name, your daily routine and actions you do to yourself.	subject + me/te/se/nous/vous/se + verb	Je lave la voiture (something else) vs je me lave (myself). | Negative: je ne me lève pas; ne comes before the pronoun.	✗ Je appelle Anna. → ✓ Je m'appelle Anna. | ✗ nous se levons → ✓ nous nous levons | ✗ je me ne lève pas → ✓ je ne me lève pas	Je m'appelle Paul. | Je me lève à sept heures. | Vous vous reposez le dimanche ?	pronominal | reflexive | routine | present	Le matin, je me réveille tôt et je m'habille vite.	je me réveille=>reflexive_pronoun=>me matches je||je m'habille=>elision=>me becomes m' before a vowel	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_ER_VERBS		regex:\b(?:je m(?:e\s|')|tu t(?:e\s|')|(?:il|elle|on|ils|elles) s(?:e\s|')|nous nous|vous vous)\s*[a-zàâçéèêëîïôûùüÿœ]+	Some verbs need an extra me, te, se, nous, vous before them: je me lève, tu t'appelles.	Manche Verben brauchen me, te, se, nous, vous davor: je me lève, tu t'appelles.	Certains verbes ont un pronom en plus : je me lève, tu t'appelles, ils se couchent.	draft
FR2_A12_IMPERATIVE	fr	A1	Verbs	imperative_il_faut	Imperative, and il faut + infinitive	Imperativ und il faut + Infinitiv	L'impératif et il faut + infinitif	220	true	The imperative uses the tu, nous or vous present form without the pronoun (-er verbs drop the -s in the tu form); il faut + infinitive expresses a general obligation.	Use it for directions, instructions, invitations and rules.	verb (tu/nous/vous form, no subject) ; il faut + infinitive	Tu parles → Parle ! (-er verbs lose the -s); tu viens → Viens ! | Il faut is impersonal: it never changes (✗ ils faut).	✗ Tu prends la rue à droite ! (order) → ✓ Prends la rue à droite ! | ✗ Parles plus fort ! → ✓ Parle plus fort ! | ✗ Il faut de partir. → ✓ Il faut partir.	Tournez à gauche. | Regarde ! | Il faut réserver.	imperative | il_faut | instructions	Prenez la deuxième rue, et il faut tourner à droite.	Prenez=>imperative=>vous form without vous||il faut tourner=>obligation=>il faut + infinitive	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_ER_VERBS	FR2_A12_MODALS	regex:\bil faut\s+[a-zàâçéèêëîïôûùüÿœ]+(?:er|ir|re|oir)\b|(?:^|[.!?]\s+)(?:allez|venez|prenez|tournez|regardez|écoutez|attendez|entrez|asseyez-vous|va|viens|prends|tourne|regarde|écoute|attends|entre|allons|mangeons|partons)\b	To give an instruction, drop tu or vous: Viens ! Prenez à gauche. Il faut + verb: one must.	Aufforderung: Verb ohne tu/vous: Viens ! Prenez à gauche. Il faut + Verb = man muss.	Pour donner un ordre ou un conseil : Viens ! Prenez à gauche. Il faut + infinitif.	draft
FR2_A12_DEMONSTRATIVES	fr	A1	Determiners	demonstratives	Ce, cet, cette, ces	Ce, cet, cette, ces: Demonstrativbegleiter	Ce, cet, cette, ces : les démonstratifs	230	true	Demonstrative determiners agree with the noun: ce, cet before a masculine vowel or mute h, cette, ces; -ci/-là can be added to the noun to contrast near and far.	Use it to point at something in front of you or just mentioned: this, that, these.	ce/cet/cette/ces + noun (-ci / -là)	Ce livre is this or that book; add -ci/-là only to contrast. | Cet homme, cet hôtel: cet before a vowel sound, masculine only.	✗ ce homme → ✓ cet homme | ✗ cette livre → ✓ ce livre | using ça as a determiner: ✗ ça robe → ✓ cette robe	Ce gâteau est délicieux. | Cette table est libre ? | Tu connais ces gens ?	demonstratives | determiners | agreement	Je prends cette tarte et ce croissant.	cette tarte=>feminine_demonstrative=>tarte is feminine: cette||ce croissant=>masculine_demonstrative=>croissant is masculine: ce	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_LE_LA	FR2_A11_LE_LA	regex:\b(?:ce|cet|cette|ces)\s+[a-zàâçéèêëîïôûùüÿœ]{2,}(?<!\bce que)(?<!\bce qui)	To point at something say ce (masc.), cet (masc. before a vowel), cette (fem.), ces (plural).	Zum Zeigen: ce (männl.), cet (männl. vor Vokal), cette (weibl.), ces (Plural).	Pour montrer : ce (masculin), cet (devant une voyelle), cette (féminin), ces (pluriel).	draft
FR2_A12_STRESSED_PRONOUNS	fr	A1	Pronouns	stressed_pronouns	Moi, toi, lui…: chez moi, avec lui	Moi, toi, lui…: chez moi, mit ihm	Moi, toi, lui… : les pronoms toniques	240	true	Stressed (disjunctive) pronouns — moi, toi, lui, elle, nous, vous, eux, elles — are used after prepositions, alone, for emphasis, after c'est, and in comparisons.	Use them to say where you are (chez moi), who with (avec lui), and to reply or insist (Moi aussi !).	preposition + moi/toi/lui/elle/nous/vous/eux/elles; Moi, je…	Je is only a subject before a verb; moi stands alone: Qui ? — Moi ! | Eux is the masculine plural: avec eux.	✗ avec je → ✓ avec moi | ✗ chez il → ✓ chez lui | ✗ C'est je. → ✓ C'est moi.	Tu viens chez moi ? | Je dîne avec eux. | Moi aussi !	pronouns | stressed | prepositions	Moi, je rentre chez moi ; toi, tu vas avec lui ?	Moi, je=>emphasis=>moi highlights the subject||chez moi=>after_preposition=>after chez, moi||avec lui=>after_preposition=>after avec, lui	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_ETRE		regex:\b(?:chez|avec|pour|sans|après|avant|derrière|devant|à côté de|comme|c'est|et)\s+(?:moi|toi|lui|eux|elles?)\b|\b(?:moi|toi) aussi\b|^(?:moi|toi),	After chez, avec, pour or alone, say moi, toi, lui, elle, nous, vous, eux, elles.	Nach chez, avec, pour oder allein: moi, toi, lui, elle, nous, vous, eux, elles.	Après chez, avec, pour, ou seul, on dit moi, toi, lui, elle, nous, vous, eux, elles.	draft
FR2_A12_CEST_IL_EST	fr	A1	Syntax	cest_vs_il_est	C'est vs il/elle est	C'est oder il/elle est	C'est ou il/elle est	250	true	C'est (ce sont) introduces a determiner + noun, a proper name, a stressed pronoun or a general comment (c'est bon); il/elle est takes a bare adjective or a bare profession/nationality.	Use it to present people and things and to comment on them.	c'est + un/une/le + noun / name; il/elle est + adjective / profession	C'est un médecin vs il est médecin: no article after il est. | C'est bon! comments on a situation; il est bon refers to a specific masculine noun.	✗ Il est un médecin. → ✓ Il est médecin. / C'est un médecin. | ✗ Elle est Margaux. → ✓ C'est Margaux. | ✗ C'est professeur. → ✓ Elle est professeur.	C'est mon frère. Il est architecte. | C'est une belle ville. | Elle est très gentille.	cest | il_est | presentation	C'est Paul, mon voisin. Il est infirmier.	C'est Paul=>presentation=>c'est + a name||Il est infirmier=>profession=>il est + job, no article	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_ETRE | FR2_A11_ADJ_AGREEMENT		regex:\bc'est\s+(?:un|une|le|la|l'|mon|ma|[A-ZÉ])|\b(?:il|elle) est\s+(?!un\b|une\b)[a-zàâçéèêëîïôûùüÿœ]{3,}	Use c'est before un/une or a name, il est or elle est before an adjective or a job.	C'est vor un/une oder einem Namen; il/elle est vor einem Adjektiv oder Beruf.	C'est devant un/une ou un nom propre ; il/elle est devant un adjectif ou une profession seule.	draft
FR2_A12_NUMBERS_BIG	fr	A1	Numbers	numbers_70_plus	Numbers from 70: soixante-dix, quatre-vingts, cent, mille	Zahlen ab 70: soixante-dix, quatre-vingts, cent, mille	Les nombres à partir de 70	260	true	In France, 70–79 are counted from soixante, 80–99 from quatre-vingts (which loses its -s when followed by another number); cent and mille; cents takes -s only when multiplied and not followed by a number, mille never does.	Use them for prices, years, addresses and phone numbers (given in pairs: 06 78 91 …).	soixante-dix, soixante et onze; quatre-vingts, quatre-vingt-un; cent, deux cents, mille	Belgium and Switzerland say septante and nonante; France does not. | Years: deux mille vingt-six.	✗ quatre-vingts-cinq → ✓ quatre-vingt-cinq | ✗ septante (in France) → ✓ soixante-dix | ✗ deux milles → ✓ deux mille	Ça coûte quatre-vingt-dix euros. | Il habite au soixante-quinze, rue de la Paix. | J'ai payé deux cents euros.	numbers | prices | years	Le billet coûte quatre-vingt-quinze euros.	quatre-vingt-quinze=>compound_number=>4×20 + 15	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_NUMBERS		regex:\b(?:soixante-(?:dix|et-onze|et onze|douze|treize|quatorze|quinze|seize|dix-sept|dix-huit|dix-neuf)|quatre-vingts?(?:-[a-z]+)*|(?:deux|trois|quatre|cinq|six|sept|huit|neuf)\s+cents?|\bcent\b|\bmille\b)	70 is soixante-dix (60+10), 80 quatre-vingts (4×20), 90 quatre-vingt-dix; then cent, mille.	70 = soixante-dix (60+10), 80 = quatre-vingts (4×20), 90 = quatre-vingt-dix; dann cent, mille.	70 se dit soixante-dix, 80 quatre-vingts, 90 quatre-vingt-dix ; puis cent et mille.	draft
FR2_A12_TIME	fr	A1	Numbers	telling_time	Telling the time: il est trois heures	Uhrzeit: il est trois heures	L'heure : il est trois heures	270	false	Time is given with il est + number + heure(s) (+ minutes, et quart, et demie, moins le quart), or the 24-hour clock in schedules; à marks the time of an event.	Use it to ask and tell the time and to set appointments: à quelle heure ?	il est + N heure(s) (+ et quart / et demie / moins le quart / minutes); à + time	Il est trois heures (now) vs à trois heures (at three). | Schedules use 24 hours: le train part à 18 h 30.	✗ C'est trois heures. → ✓ Il est trois heures. | ✗ il est une heure et demi → ✓ il est une heure et demie | ✗ en huit heures (at eight) → ✓ à huit heures	Il est dix heures moins le quart. | Le cours commence à neuf heures. | À quelle heure part le train ?	time | numbers | appointments	Il est midi et demi ; on se retrouve à deux heures ?	Il est midi et demi=>telling_time=>il est + the time||à deux heures=>time_of_event=>à + time for when	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_NUMBERS		regex:\bil est\s+(?:[a-z-]+\s+heures?|midi|minuit)\b|\bà\s+(?:[a-z-]+\s+heures?|midi|minuit|\d{1,2}\s?h)|\bquelle heure\b	Say the time with il est … heure(s): il est huit heures et quart, midi et demi.	Uhrzeit mit il est … heure(s): il est huit heures et quart, midi et demi.	Pour l'heure : il est huit heures et quart, il est midi et demi, à quelle heure ?	draft
FR2_A12_DAYS_DATES	fr	A1	Numbers	days_dates	Days, months, dates: le lundi, le 3 mai	Tage, Monate, Datum: le lundi, le 3 mai	Les jours, les mois, la date	280	false	Dates use le + cardinal number + month (except le premier), without capitals for days and months; a day without article means the coming or last one, with le it means every such day; en or au mois de for months.	Use it for appointments, birthdays, holidays and schedules.	le + number + month (+ year); lundi / le lundi; en mai	Lundi, je travaille (this Monday) vs le lundi, je travaille (every Monday). | Days and months take no capital letter in French.	✗ le trois de mai → ✓ le trois mai | ✗ le un janvier → ✓ le premier janvier | ✗ dans mai → ✓ en mai	On est le quinze avril. | Le samedi, je fais le marché. | Mon anniversaire est en juillet.	dates | days | months	Le rendez-vous est lundi 3 mars, et le mardi je travaille.	lundi 3 mars=>specific_date=>a single day||le mardi=>habit=>le + day = every Tuesday	cefr | delf_a1 | kwiziq_a1	A1.2	FR2_A11_NUMBERS | FR2_A11_LE_LA		regex:\b(?:le\s+)?(?:premier|\d{1,2}|deux|trois|quatre|cinq|six|sept|huit|neuf|dix|onze|douze|treize|quatorze|quinze|seize|vingt|trente)(?:[- ][a-z]+)?\s+(?:janvier|février|mars|avril|mai|juin|juillet|août|septembre|octobre|novembre|décembre)\b|\ble\s+(?:lundi|mardi|mercredi|jeudi|vendredi|samedi|dimanche)\b|\ben\s+(?:janvier|février|mars|avril|mai|juin|juillet|août|septembre|octobre|novembre|décembre)\b	Dates are le + number + month: le 3 mai, le premier mai; le lundi means every Monday.	Datum: le + Zahl + Monat: le 3 mai; le premier für den 1.; le lundi heißt jeden Montag.	La date : le 3 mai, le premier janvier ; lundi = ce lundi-ci, le lundi = chaque lundi.	draft
